time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-08-12T14:31:29.20Z,47.0306244,15.4204340,4285.767,-56.43,11.10,-2.41,1.166,1.780,0.31,168.87004,0.22196,3,17
2018-08-12T14:31:29.40Z,47.0305234,15.4204637,4286.208,-56.29,11.10,-2.37,1.168,1.782,0.31,168.84765,0.22720,3,17
2018-08-12T14:31:29.60Z,47.0304224,15.4204933,4286.653,-56.29,11.15,-2.36,1.170,1.785,0.30,168.80122,0.23026,3,17
2018-08-12T14:31:29.80Z,47.0303214,15.4205233,4287.066,-56.33,11.28,-2.37,1.172,1.789,0.30,168.67798,0.24266,3,17
2018-08-12T14:31:30.00Z,47.0302207,15.4205534,4287.494,-56.19,11.22,-2.35,1.173,1.793,0.31,168.70517,0.24017,3,17
2018-08-12T14:31:30.20Z,47.0301196,15.4205836,4287.929,-56.25,11.36,-2.35,1.175,1.796,0.31,168.58394,0.23846,3,17
2018-08-12T14:31:30.40Z,47.0300184,15.4206135,4288.404,-56.20,11.42,-2.34,1.175,1.799,0.28,168.51229,0.21882,3,17
2018-08-12T14:31:30.60Z,47.0299176,15.4206443,4288.847,-56.18,11.52,-2.36,1.175,1.802,0.29,168.41521,0.21844,3,17
2018-08-12T14:31:30.80Z,47.0298166,15.4206747,4289.294,-56.16,11.55,-2.38,1.176,1.805,0.29,168.37767,0.21709,3,17
2018-08-12T14:31:31.00Z,47.0297159,15.4207059,4289.729,-56.14,11.64,-2.40,1.176,1.808,0.28,168.28360,0.21606,3,17
2018-08-12T14:31:31.20Z,47.0296150,15.4207368,4290.213,-56.10,11.72,-2.40,1.177,1.812,0.28,168.20375,0.21549,3,17
2018-08-12T14:31:31.40Z,47.0295149,15.4207680,4290.660,-55.65,11.84,-2.28,1.179,1.818,0.32,167.98635,0.23458,3,17
2018-08-12T14:31:31.60Z,47.0294141,15.4208001,4291.114,-55.92,12.13,-2.20,1.183,1.826,0.36,167.76009,0.30888,3,17
2018-08-12T14:31:31.80Z,47.0293129,15.4208317,4291.640,-56.12,11.95,-2.39,1.186,1.836,0.35,167.97409,0.32128,3,17
2018-08-12T14:31:32.00Z,47.0292119,15.4208634,4292.143,-56.07,12.03,-2.42,1.191,1.846,0.36,167.89358,0.32628,3,17
2018-08-12T14:31:32.20Z,47.0291110,15.4208950,4292.682,-55.99,11.99,-2.46,1.192,1.854,0.31,167.90748,0.25246,3,17
2018-08-12T14:31:32.40Z,47.0290102,15.4209268,4293.238,-55.96,12.04,-2.53,1.193,1.862,0.29,167.85438,0.24431,3,17
2018-08-12T14:31:32.60Z,47.0289093,15.4209583,4293.706,-56.06,11.98,-2.47,1.194,1.867,0.25,167.93392,0.24408,3,17
2018-08-12T14:31:32.80Z,47.0288085,15.4209903,4294.200,-55.95,12.06,-2.45,1.194,1.872,0.25,167.83250,0.24170,3,17
2018-08-12T14:31:33.00Z,47.0287078,15.4210222,4294.731,-55.93,12.09,-2.50,1.194,1.877,0.25,167.80631,0.24104,3,17
2018-08-12T14:31:33.20Z,47.0286071,15.4210542,4295.251,-55.95,12.09,-2.51,1.195,1.882,0.25,167.81061,0.24285,3,17
2018-08-12T14:31:33.40Z,47.0285067,15.4210861,4295.777,-55.82,12.08,-2.59,1.196,1.888,0.25,167.79058,0.24523,3,17
2018-08-12T14:31:33.60Z,47.0284062,15.4211181,4296.319,-55.86,12.14,-2.68,1.197,1.895,0.25,167.74203,0.25071,3,17
2018-08-12T14:31:33.80Z,47.0283059,15.4211505,4296.967,-55.80,12.26,-2.89,1.198,1.902,0.27,167.60762,0.26116,3,17
2018-08-12T14:31:34.00Z,47.0282055,15.4211823,4297.493,-55.84,12.13,-2.72,1.198,1.906,0.25,167.74545,0.25166,3,17
2018-08-12T14:31:34.20Z,47.0281054,15.4212136,4297.938,-55.83,12.11,-2.60,1.196,1.910,0.26,167.75807,0.22819,3,17
2018-08-12T14:31:34.40Z,47.0280052,15.4212451,4298.411,-55.83,12.10,-2.55,1.194,1.915,0.28,167.76832,0.23250,3,17
2018-08-12T14:31:34.60Z,47.0279050,15.4212764,4298.962,-55.78,12.12,-2.62,1.188,1.916,0.24,167.73748,0.20847,3,17
2018-08-12T14:31:34.80Z,47.0278049,15.4213079,4299.428,-55.80,12.16,-2.58,1.183,1.916,0.24,167.70819,0.20547,3,17
2018-08-12T14:31:35.00Z,47.0277047,15.4213393,4299.964,-55.79,12.16,-2.62,1.177,1.916,0.23,167.70388,0.19334,3,17
2018-08-12T14:31:35.20Z,47.0276047,15.4213707,4300.461,-55.75,12.14,-2.59,1.172,1.917,0.23,167.71988,0.19475,3,17
2018-08-12T14:31:35.40Z,47.0275046,15.4214023,4301.021,-55.70,12.11,-2.69,1.168,1.917,0.23,167.73174,0.19155,3,17
2018-08-12T14:31:35.60Z,47.0274044,15.4214341,4301.586,-55.70,12.09,-2.68,1.166,1.917,0.23,167.75256,0.19644,3,17
2018-08-12T14:31:35.80Z,47.0273042,15.4214660,4302.133,-55.68,12.08,-2.71,1.164,1.918,0.23,167.75552,0.20118,3,17
2018-08-12T14:31:36.00Z,47.0272042,15.4214978,4302.693,-55.61,12.07,-2.73,1.163,1.918,0.24,167.75759,0.19566,3,17
2018-08-12T14:31:36.20Z,47.0271040,15.4215296,4303.221,-55.63,12.07,-2.61,1.163,1.920,0.25,167.75673,0.21384,3,17
2018-08-12T14:31:36.40Z,47.0270037,15.4215610,4303.785,-55.72,12.00,-2.64,1.162,1.920,0.23,167.84128,0.21636,3,17
2018-08-12T14:31:36.60Z,47.0269036,15.4215926,4304.292,-55.64,12.02,-2.65,1.161,1.918,0.21,167.80451,0.20838,3,17
2018-08-12T14:31:36.80Z,47.0268035,15.4216237,4304.815,-55.69,11.87,-2.64,1.160,1.918,0.22,167.97079,0.21298,3,17
2018-08-12T14:31:37.00Z,47.0267033,15.4216548,4305.323,-55.68,11.87,-2.60,1.160,1.918,0.23,167.96081,0.21313,3,17
2018-08-12T14:31:37.20Z,47.0266032,15.4216859,4305.813,-55.66,11.81,-2.58,1.160,1.919,0.23,168.02358,0.21634,3,17
2018-08-12T14:31:37.40Z,47.0265033,15.4217167,4306.307,-55.64,11.72,-2.60,1.160,1.918,0.23,168.10232,0.20962,3,17
2018-08-12T14:31:37.60Z,47.0264033,15.4217475,4306.790,-55.68,11.72,-2.57,1.160,1.918,0.24,168.11264,0.20934,3,17
2018-08-12T14:31:37.80Z,47.0263032,15.4217780,4307.276,-55.65,11.63,-2.53,1.161,1.919,0.24,168.19987,0.21377,3,17
2018-08-12T14:31:38.00Z,47.0262034,15.4218083,4307.732,-55.66,11.56,-2.53,1.161,1.920,0.24,168.26582,0.21381,3,17
2018-08-12T14:31:38.20Z,47.0261034,15.4218385,4308.224,-55.64,11.50,-2.54,1.162,1.921,0.27,168.32120,0.21980,3,17
2018-08-12T14:31:38.40Z,47.0260035,15.4218686,4308.696,-55.66,11.48,-2.51,1.163,1.923,0.28,168.35137,0.22468,3,17
2018-08-12T14:31:38.60Z,47.0259034,15.4218987,4309.117,-55.71,11.45,-2.43,1.165,1.922,0.29,168.38406,0.22709,3,17
2018-08-12T14:31:38.80Z,47.0258035,15.4219285,4309.587,-55.65,11.35,-2.47,1.165,1.920,0.26,168.47721,0.21435,3,17
2018-08-12T14:31:39.00Z,47.0257035,15.4219582,4310.073,-55.62,11.37,-2.45,1.165,1.917,0.26,168.44537,0.22519,3,17
2018-08-12T14:31:39.20Z,47.0256034,15.4219878,4310.571,-55.65,11.32,-2.43,1.165,1.915,0.23,168.50479,0.22314,3,17
2018-08-12T14:31:39.40Z,47.0255033,15.4220172,4311.073,-55.67,11.24,-2.43,1.165,1.911,0.24,168.58410,0.23447,3,17
2018-08-12T14:31:39.60Z,47.0254032,15.4220466,4311.541,-55.73,11.21,-2.44,1.166,1.908,0.26,168.62709,0.23963,3,17
2018-08-12T14:31:39.80Z,47.0253030,15.4220760,4311.985,-55.74,11.22,-2.41,1.167,1.905,0.27,168.62183,0.24013,3,17
2018-08-12T14:31:40.00Z,47.0252028,15.4221051,4312.473,-55.70,11.13,-2.44,1.167,1.902,0.26,168.70350,0.24173,3,17
2018-08-12T14:31:40.20Z,47.0251026,15.4221340,4312.913,-55.77,11.08,-2.40,1.168,1.900,0.27,168.76017,0.24509,3,17
2018-08-12T14:31:40.40Z,47.0250025,15.4221627,4313.385,-55.71,10.98,-2.40,1.169,1.897,0.26,168.84612,0.24199,3,17
2018-08-12T14:31:40.60Z,47.0249021,15.4221914,4313.836,-55.79,11.01,-2.38,1.170,1.895,0.26,168.83969,0.24446,3,17
2018-08-12T14:31:40.80Z,47.0248019,15.4222198,4314.304,-55.74,10.86,-2.37,1.171,1.893,0.26,168.97274,0.24857,3,17
2018-08-12T14:31:41.00Z,47.0247015,15.4222480,4314.762,-55.81,10.80,-2.34,1.172,1.891,0.26,169.04505,0.24819,3,17
2018-08-12T14:31:41.20Z,47.0246013,15.4222761,4315.173,-55.77,10.75,-2.33,1.173,1.887,0.26,169.09000,0.24447,3,17
2018-08-12T14:31:41.40Z,47.0245010,15.4223040,4315.581,-55.85,10.69,-2.29,1.173,1.881,0.25,169.16870,0.24190,3,17
2018-08-12T14:31:41.60Z,47.0244007,15.4223317,4316.029,-55.87,10.59,-2.29,1.174,1.875,0.25,169.26882,0.23996,3,17
2018-08-12T14:31:41.80Z,47.0243004,15.4223590,4316.479,-55.89,10.45,-2.30,1.174,1.869,0.25,169.40611,0.23795,3,17
2018-08-12T14:31:42.00Z,47.0242000,15.4223864,4316.899,-55.86,10.47,-2.28,1.174,1.863,0.25,169.37923,0.23769,3,17
2018-08-12T14:31:42.20Z,47.0240994,15.4224132,4317.358,-55.92,10.27,-2.29,1.174,1.857,0.25,169.59254,0.23970,3,17
2018-08-12T14:31:42.40Z,47.0239987,15.4224400,4317.833,-55.94,10.25,-2.25,1.174,1.851,0.25,169.61978,0.23634,3,17
2018-08-12T14:31:42.60Z,47.0238980,15.4224665,4318.298,-55.95,10.16,-2.26,1.174,1.846,0.25,169.70646,0.23394,3,17
2018-08-12T14:31:42.80Z,47.0237972,15.4224927,4318.776,-55.98,10.07,-2.26,1.174,1.840,0.25,169.80736,0.22941,3,17
2018-08-12T14:31:43.00Z,47.0236964,15.4225189,4319.262,-56.01,10.06,-2.27,1.174,1.835,0.25,169.82162,0.22208,3,17
2018-08-12T14:31:43.20Z,47.0235957,15.4225448,4319.737,-55.99,9.93,-2.27,1.174,1.830,0.25,169.94494,0.21779,3,17
2018-08-12T14:31:43.40Z,47.0234948,15.4225704,4320.220,-56.05,9.86,-2.27,1.174,1.825,0.25,170.02011,0.22387,3,17
2018-08-12T14:31:43.60Z,47.0233940,15.4225959,4320.698,-56.02,9.79,-2.29,1.174,1.820,0.25,170.08863,0.22546,3,17
2018-08-12T14:31:43.80Z,47.0232931,15.4226214,4321.166,-56.11,9.77,-2.28,1.174,1.815,0.25,170.12535,0.22258,3,17
2018-08-12T14:31:44.00Z,47.0231923,15.4226466,4321.641,-56.03,9.66,-2.29,1.174,1.811,0.24,170.21335,0.22140,3,17
2018-08-12T14:31:44.20Z,47.0230914,15.4226716,4322.118,-56.12,9.63,-2.32,1.174,1.806,0.24,170.26528,0.22129,3,17
2018-08-12T14:31:44.40Z,47.0229905,15.4226967,4322.581,-56.14,9.59,-2.30,1.174,1.802,0.24,170.30568,0.21950,3,17
2018-08-12T14:31:44.60Z,47.0228896,15.4227214,4323.047,-56.15,9.48,-2.32,1.174,1.797,0.24,170.41922,0.21227,3,17
2018-08-12T14:31:44.80Z,47.0227886,15.4227461,4323.521,-56.16,9.44,-2.31,1.173,1.792,0.23,170.46288,0.21053,3,17
2018-08-12T14:31:45.00Z,47.0226876,15.4227705,4323.991,-56.17,9.34,-2.30,1.173,1.786,0.23,170.55583,0.21025,3,17
2018-08-12T14:31:45.20Z,47.0225864,15.4227948,4324.480,-56.20,9.30,-2.32,1.172,1.780,0.23,170.60005,0.20956,3,17
2018-08-12T14:31:45.40Z,47.0224853,15.4228188,4324.967,-56.21,9.20,-2.32,1.171,1.774,0.23,170.70620,0.20905,3,17
2018-08-12T14:31:45.60Z,47.0223841,15.4228428,4325.450,-56.25,9.20,-2.31,1.170,1.769,0.23,170.71103,0.20512,3,17
2018-08-12T14:31:45.80Z,47.0222829,15.4228666,4325.913,-56.24,9.13,-2.29,1.170,1.764,0.23,170.78331,0.20634,3,17
2018-08-12T14:31:46.00Z,47.0221818,15.4228902,4326.358,-56.25,9.04,-2.27,1.169,1.758,0.23,170.87080,0.20633,3,17
2018-08-12T14:31:46.20Z,47.0220805,15.4229138,4326.828,-56.30,9.04,-2.28,1.168,1.753,0.23,170.87533,0.20455,3,17
2018-08-12T14:31:46.40Z,47.0219793,15.4229372,4327.290,-56.34,8.98,-2.26,1.167,1.748,0.23,170.94746,0.20358,3,17
2018-08-12T14:31:46.60Z,47.0218780,15.4229606,4327.737,-56.32,8.98,-2.25,1.166,1.744,0.23,170.94134,0.20369,3,17
2018-08-12T14:31:46.80Z,47.0217768,15.4229839,4328.199,-56.33,8.93,-2.27,1.166,1.741,0.23,170.99337,0.20973,3,17
2018-08-12T14:31:47.00Z,47.0216757,15.4230070,4328.664,-56.30,8.84,-2.28,1.165,1.738,0.23,171.07690,0.21027,3,17
2018-08-12T14:31:47.20Z,47.0215746,15.4230303,4329.109,-56.32,8.89,-2.25,1.164,1.736,0.23,171.03292,0.20689,3,17
2018-08-12T14:31:47.40Z,47.0214735,15.4230536,4329.570,-56.32,8.88,-2.30,1.163,1.735,0.24,171.03805,0.20733,3,17
2018-08-12T14:31:47.60Z,47.0213723,15.4230770,4330.042,-56.36,8.90,-2.33,1.162,1.734,0.24,171.02313,0.20431,3,17
2018-08-12T14:31:47.80Z,47.0212711,15.4231004,4330.477,-56.35,8.90,-2.30,1.161,1.733,0.24,171.02699,0.20403,3,17
2018-08-12T14:31:48.00Z,47.0211699,15.4231237,4330.969,-56.37,8.87,-2.38,1.159,1.732,0.23,171.05854,0.20276,3,17
2018-08-12T14:31:48.20Z,47.0210687,15.4231469,4331.434,-56.32,8.88,-2.37,1.159,1.731,0.23,171.04221,0.20617,3,17
2018-08-12T14:31:48.40Z,47.0209674,15.4231701,4331.942,-56.36,8.88,-2.41,1.159,1.730,0.23,171.04591,0.21088,3,17
2018-08-12T14:31:48.60Z,47.0208661,15.4231932,4332.458,-56.35,8.85,-2.46,1.159,1.729,0.24,171.07483,0.21303,3,17
2018-08-12T14:31:48.80Z,47.0207649,15.4232163,4332.948,-56.36,8.83,-2.48,1.160,1.729,0.24,171.10009,0.22068,3,17
2018-08-12T14:31:49.00Z,47.0206635,15.4232397,4333.456,-56.36,8.92,-2.50,1.161,1.728,0.24,171.01088,0.22040,3,17
2018-08-12T14:31:49.20Z,47.0205623,15.4232628,4333.967,-56.35,8.85,-2.50,1.162,1.727,0.24,171.07903,0.22043,3,17
2018-08-12T14:31:49.40Z,47.0204610,15.4232860,4334.489,-56.33,8.87,-2.53,1.162,1.727,0.23,171.04989,0.20716,3,17
2018-08-12T14:31:49.60Z,47.0203597,15.4233094,4335.024,-56.33,8.90,-2.57,1.161,1.726,0.22,171.01686,0.19998,3,17
2018-08-12T14:31:49.80Z,47.0202585,15.4233329,4335.525,-56.32,8.90,-2.58,1.159,1.725,0.22,171.02244,0.19291,3,17
2018-08-12T14:31:50.00Z,47.0201572,15.4233564,4336.058,-56.31,8.92,-2.64,1.158,1.723,0.22,171.00072,0.19352,3,17
2018-08-12T14:31:50.20Z,47.0200560,15.4233800,4336.568,-56.33,8.98,-2.66,1.156,1.723,0.22,170.94489,0.19315,3,17
2018-08-12T14:31:50.40Z,47.0199548,15.4234038,4337.103,-56.25,8.98,-2.74,1.154,1.721,0.22,170.93480,0.19508,3,17
2018-08-12T14:31:50.60Z,47.0198537,15.4234276,4337.628,-56.24,9.01,-2.72,1.153,1.720,0.21,170.89891,0.18948,3,17
2018-08-12T14:31:50.80Z,47.0197525,15.4234516,4338.169,-56.24,9.06,-2.73,1.150,1.718,0.21,170.84470,0.18776,3,17
2018-08-12T14:31:51.00Z,47.0196515,15.4234756,4338.703,-56.20,9.08,-2.77,1.148,1.716,0.21,170.81840,0.18668,3,17
2018-08-12T14:31:51.20Z,47.0195503,15.4234999,4339.245,-56.21,9.13,-2.77,1.146,1.714,0.21,170.77894,0.18587,3,17
2018-08-12T14:31:51.40Z,47.0194494,15.4235243,4339.780,-56.16,9.19,-2.79,1.143,1.712,0.21,170.70889,0.18145,3,17
2018-08-12T14:31:51.60Z,47.0193486,15.4235487,4340.336,-56.10,9.20,-2.84,1.140,1.707,0.21,170.68501,0.18396,3,17
2018-08-12T14:31:51.80Z,47.0192477,15.4235731,4340.873,-56.10,9.23,-2.85,1.138,1.702,0.21,170.65589,0.18822,3,17
2018-08-12T14:31:52.00Z,47.0191469,15.4235978,4341.433,-56.08,9.31,-2.91,1.136,1.697,0.21,170.57614,0.18321,3,17
2018-08-12T14:31:52.20Z,47.0190462,15.4236225,4342.007,-56.05,9.38,-2.97,1.134,1.692,0.21,170.49766,0.18624,3,17
2018-08-12T14:31:52.40Z,47.0189456,15.4236474,4342.584,-55.98,9.43,-3.00,1.131,1.687,0.21,170.44329,0.18180,3,17
2018-08-12T14:31:52.60Z,47.0188450,15.4236725,4343.181,-55.94,9.49,-3.06,1.129,1.682,0.21,170.37207,0.17899,3,17
2018-08-12T14:31:52.80Z,47.0187444,15.4236978,4343.797,-55.94,9.58,-3.10,1.126,1.678,0.21,170.28308,0.18057,3,17
2018-08-12T14:31:53.00Z,47.0186443,15.4237230,4344.391,-55.68,9.57,-3.02,1.126,1.679,0.22,170.24913,0.21138,3,17
2018-08-12T14:31:53.20Z,47.0185438,15.4237485,4344.995,-55.87,9.73,-3.05,1.128,1.681,0.24,170.12611,0.23616,3,17
2018-08-12T14:31:53.40Z,47.0184434,15.4237743,4345.665,-55.81,9.79,-3.17,1.129,1.685,0.25,170.05047,0.23724,3,17
2018-08-12T14:31:53.60Z,47.0183431,15.4238003,4346.305,-55.71,9.88,-3.20,1.131,1.689,0.25,169.94411,0.23509,3,17
2018-08-12T14:31:53.80Z,47.0182428,15.4238262,4346.967,-55.72,9.89,-3.25,1.132,1.692,0.25,169.93940,0.23511,3,17
2018-08-12T14:31:54.00Z,47.0181426,15.4238524,4347.669,-55.69,9.97,-3.33,1.133,1.696,0.24,169.85038,0.23183,3,17
2018-08-12T14:31:54.20Z,47.0180425,15.4238787,4348.327,-55.63,10.00,-3.32,1.135,1.701,0.27,169.80661,0.24303,3,17
2018-08-12T14:31:54.40Z,47.0179425,15.4239050,4349.062,-55.55,10.04,-3.45,1.137,1.706,0.27,169.75554,0.23829,3,17
2018-08-12T14:31:54.60Z,47.0178427,15.4239309,4349.788,-55.52,9.95,-3.56,1.139,1.709,0.26,169.84332,0.24262,3,17
2018-08-12T14:31:54.80Z,47.0177430,15.4239576,4350.418,-55.50,10.12,-3.50,1.140,1.705,0.29,169.66985,0.23625,3,17
2018-08-12T14:31:55.00Z,47.0176435,15.4239844,4351.039,-55.35,10.10,-3.47,1.139,1.699,0.28,169.65811,0.21821,3,17
2018-08-12T14:31:55.20Z,47.0175438,15.4240116,4351.678,-55.40,10.24,-3.48,1.138,1.694,0.29,169.52482,0.21571,3,17
2018-08-12T14:31:55.40Z,47.0174446,15.4240391,4352.353,-55.23,10.26,-3.49,1.135,1.690,0.29,169.47950,0.20005,3,17
2018-08-12T14:31:55.60Z,47.0173452,15.4240664,4353.044,-55.21,10.34,-3.49,1.133,1.686,0.28,169.39256,0.19482,3,17
2018-08-12T14:31:55.80Z,47.0172461,15.4240940,4353.741,-55.14,10.40,-3.52,1.130,1.682,0.28,169.32109,0.19410,3,17
2018-08-12T14:31:56.00Z,47.0171472,15.4241226,4354.408,-55.14,10.52,-3.51,1.128,1.678,0.29,169.19437,0.19639,3,17
2018-08-12T14:31:56.20Z,47.0170485,15.4241512,4355.093,-55.04,10.56,-3.48,1.125,1.674,0.29,169.13726,0.19207,3,17
2018-08-12T14:31:56.40Z,47.0169498,15.4241791,4355.768,-54.93,10.61,-3.51,1.122,1.669,0.29,169.06520,0.19322,3,17
2018-08-12T14:31:56.60Z,47.0168515,15.4242069,4356.443,-54.71,10.63,-3.51,1.123,1.664,0.29,169.00231,0.21519,3,17
2018-08-12T14:31:56.80Z,47.0167531,15.4242354,4357.075,-54.82,10.85,-3.44,1.126,1.665,0.30,168.80027,0.25237,3,17
2018-08-12T14:31:57.00Z,47.0166544,15.4242637,4357.830,-54.83,10.84,-3.55,1.128,1.668,0.29,168.81290,0.25627,3,17
2018-08-12T14:31:57.20Z,47.0165558,15.4242924,4358.545,-54.77,10.94,-3.54,1.132,1.672,0.30,168.69968,0.28961,3,17
2018-08-12T14:31:57.40Z,47.0164576,15.4243212,4359.268,-54.65,11.03,-3.58,1.134,1.676,0.25,168.58595,0.25234,3,17
2018-08-12T14:31:57.60Z,47.0163594,15.4243503,4359.983,-54.62,11.13,-3.58,1.135,1.679,0.23,168.48390,0.24610,3,17
2018-08-12T14:31:57.80Z,47.0162613,15.4243797,4360.701,-54.57,11.21,-3.56,1.136,1.683,0.23,168.38853,0.24465,3,17
2018-08-12T14:31:58.00Z,47.0161633,15.4244092,4361.441,-54.51,11.29,-3.64,1.138,1.687,0.23,168.30128,0.26158,3,17
2018-08-12T14:31:58.20Z,47.0160653,15.4244390,4362.145,-54.50,11.38,-3.63,1.139,1.688,0.25,168.20847,0.25159,3,17
2018-08-12T14:31:58.40Z,47.0159676,15.4244689,4362.818,-54.43,11.39,-3.64,1.140,1.685,0.26,168.17513,0.24895,3,17
2018-08-12T14:31:58.60Z,47.0158702,15.4244989,4363.489,-54.28,11.43,-3.65,1.141,1.681,0.24,168.11092,0.23802,3,17
2018-08-12T14:31:58.80Z,47.0157726,15.4245292,4364.144,-54.30,11.50,-3.57,1.142,1.677,0.29,168.04165,0.24420,3,17
2018-08-12T14:31:59.00Z,47.0156752,15.4245593,4364.818,-54.16,11.48,-3.54,1.143,1.671,0.29,168.03412,0.23467,3,17
2018-08-12T14:31:59.20Z,47.0155778,15.4245896,4365.460,-54.15,11.53,-3.47,1.143,1.665,0.26,167.98300,0.22128,3,17
2018-08-12T14:31:59.40Z,47.0154807,15.4246199,4366.125,-54.08,11.55,-3.48,1.143,1.660,0.26,167.94878,0.22061,3,17
2018-08-12T14:31:59.60Z,47.0153835,15.4246503,4366.772,-54.08,11.59,-3.46,1.143,1.655,0.26,167.90769,0.21941,3,17
2018-08-12T14:31:59.80Z,47.0152864,15.4246810,4367.416,-54.06,11.66,-3.45,1.143,1.650,0.26,167.82892,0.21949,3,17
2018-08-12T14:32:00.00Z,47.0151893,15.4247116,4368.041,-54.04,11.67,-3.38,1.143,1.646,0.26,167.81625,0.21709,3,17
2018-08-12T14:32:00.20Z,47.0150923,15.4247422,4368.676,-53.98,11.68,-3.37,1.143,1.641,0.26,167.79129,0.21719,3,17
2018-08-12T14:32:00.40Z,47.0149954,15.4247729,4369.313,-53.94,11.69,-3.36,1.143,1.637,0.25,167.76690,0.21568,3,17
2018-08-12T14:32:00.60Z,47.0148986,15.4248038,4369.909,-53.86,11.70,-3.30,1.142,1.633,0.22,167.73931,0.21136,3,17
2018-08-12T14:32:00.80Z,47.0148017,15.4248348,4370.525,-53.82,11.74,-3.29,1.141,1.628,0.21,167.69419,0.20878,3,17
2018-08-12T14:32:01.00Z,47.0147048,15.4248658,4371.155,-53.79,11.76,-3.29,1.140,1.624,0.21,167.66513,0.20809,3,17
2018-08-12T14:32:01.20Z,47.0146080,15.4248968,4371.777,-53.77,11.73,-3.27,1.138,1.619,0.21,167.69658,0.20619,3,17
2018-08-12T14:32:01.40Z,47.0145112,15.4249279,4372.384,-53.74,11.76,-3.24,1.137,1.617,0.21,167.65433,0.20392,3,17
2018-08-12T14:32:01.60Z,47.0144145,15.4249589,4373.026,-53.71,11.79,-3.23,1.135,1.614,0.21,167.62337,0.20415,3,17
2018-08-12T14:32:01.80Z,47.0143179,15.4249898,4373.634,-53.65,11.75,-3.20,1.134,1.612,0.22,167.64545,0.20446,3,17
2018-08-12T14:32:02.00Z,47.0142214,15.4250206,4374.251,-53.64,11.72,-3.18,1.133,1.609,0.22,167.66987,0.20513,3,17
2018-08-12T14:32:02.20Z,47.0141250,15.4250514,4374.864,-53.59,11.75,-3.12,1.132,1.606,0.22,167.63098,0.20599,3,17
2018-08-12T14:32:02.40Z,47.0140287,15.4250822,4375.453,-53.58,11.74,-3.08,1.131,1.604,0.22,167.63795,0.20609,3,17
2018-08-12T14:32:02.60Z,47.0139324,15.4251129,4376.057,-53.53,11.72,-3.07,1.129,1.602,0.22,167.65498,0.20630,3,17
2018-08-12T14:32:02.80Z,47.0138360,15.4251436,4376.643,-53.55,11.74,-3.01,1.128,1.599,0.22,167.63031,0.20515,3,17
2018-08-12T14:32:03.00Z,47.0137397,15.4251744,4377.214,-53.54,11.75,-2.93,1.127,1.597,0.22,167.62599,0.20491,3,17
2018-08-12T14:32:03.20Z,47.0136435,15.4252049,4377.773,-53.48,11.67,-2.93,1.126,1.596,0.21,167.68527,0.20063,3,17
2018-08-12T14:32:03.40Z,47.0135473,15.4252356,4378.345,-53.49,11.73,-2.90,1.124,1.595,0.21,167.63541,0.19417,3,17
2018-08-12T14:32:03.60Z,47.0134513,15.4252658,4378.937,-53.39,11.63,-2.92,1.122,1.594,0.21,167.71411,0.19009,3,17
2018-08-12T14:32:03.80Z,47.0133555,15.4252964,4379.519,-53.34,11.59,-2.96,1.121,1.595,0.22,167.73990,0.19890,3,17
2018-08-12T14:32:04.00Z,47.0132593,15.4253275,4380.049,-53.48,11.80,-2.84,1.120,1.598,0.22,167.56043,0.19734,3,17
2018-08-12T14:32:04.20Z,47.0131632,15.4253579,4380.610,-53.48,11.66,-2.84,1.119,1.601,0.25,167.70333,0.19645,3,17
2018-08-12T14:32:04.40Z,47.0130671,15.4253885,4381.182,-53.39,11.63,-2.93,1.119,1.603,0.24,167.71413,0.21161,3,17
2018-08-12T14:32:04.60Z,47.0129711,15.4254191,4381.747,-53.40,11.70,-2.87,1.117,1.604,0.20,167.63723,0.20074,3,17
2018-08-12T14:32:04.80Z,47.0128751,15.4254496,4382.265,-53.38,11.69,-2.70,1.116,1.604,0.20,167.65174,0.20975,3,16
2018-08-12T14:32:05.00Z,47.0127791,15.4254797,4382.795,-53.39,11.60,-2.60,1.113,1.603,0.18,167.74185,0.20492,3,16
2018-08-12T14:32:05.20Z,47.0126832,15.4255101,4383.291,-53.34,11.66,-2.59,1.108,1.601,0.17,167.67180,0.19752,3,16
2018-08-12T14:32:05.40Z,47.0125872,15.4255404,4383.806,-53.38,11.57,-2.55,1.105,1.600,0.18,167.77046,0.19152,3,16
2018-08-12T14:32:05.60Z,47.0124912,15.4255710,4384.312,-53.34,11.66,-2.54,1.101,1.599,0.18,167.66789,0.19146,3,16
2018-08-12T14:32:05.80Z,47.0123952,15.4256014,4384.824,-53.34,11.62,-2.51,1.098,1.600,0.18,167.70939,0.19271,3,16
2018-08-12T14:32:06.00Z,47.0122992,15.4256318,4385.349,-53.31,11.63,-2.52,1.096,1.601,0.19,167.69386,0.19467,3,17
2018-08-12T14:32:06.20Z,47.0122032,15.4256624,4385.867,-53.31,11.66,-2.54,1.094,1.602,0.19,167.66166,0.19410,3,17
2018-08-12T14:32:06.40Z,47.0121073,15.4256930,4386.370,-53.29,11.66,-2.53,1.092,1.603,0.19,167.65703,0.19334,3,17
